route,method,personalized,declared_cache_control,blanket_header_applies,observed_cache_control,observed_cache_states,max_age_seen,set_cookie_seen,shared_cache_hit_observed,cache_key_ignores_session,cross_session_hit,positive_control,evidence_basis,verdict,severity,reason
/api/admin/events/[id],PUT,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method PUT: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/admin/events/[id]/edits,PATCH,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method PATCH: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/admin/events/[id]/status,PATCH,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method PATCH: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/admin/experiments,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/admin/experiments,GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"Not user-specific, but not public either: anonymous callers receive 401, while an authorized caller's 200 carries ""s-maxage=60, stale-while-revalidate=300"". Because the cache key ignores the session, a 200 generated for an authorized caller can be stored and then served to an unauthorized one. Auth is enforced in the handler, which the shared cache sits in front of."
/api/admin/experiments/[id],DELETE,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method DELETE: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/admin/experiments/[id],PATCH,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method PATCH: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/admin/experiments/[id],GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"Not user-specific, but not public either: anonymous callers receive 401, while an authorized caller's 200 carries ""s-maxage=60, stale-while-revalidate=300"". Because the cache key ignores the session, a 200 generated for an authorized caller can be stored and then served to an unauthorized one. Auth is enforced in the handler, which the shared cache sits in front of."
/api/admin/experiments/[id]/results,GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"Not user-specific, but not public either: anonymous callers receive 401, while an authorized caller's 200 carries ""s-maxage=60, stale-while-revalidate=300"". Because the cache key ignores the session, a 200 generated for an authorized caller can be stored and then served to an unauthorized one. Auth is enforced in the handler, which the shared cache sits in front of."
/api/admin/featured,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/admin/featured,GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"Not user-specific, but not public either: anonymous callers receive 401, while an authorized caller's 200 carries ""s-maxage=60, stale-while-revalidate=300"". Because the cache key ignores the session, a 200 generated for an authorized caller can be stored and then served to an unauthorized one. Auth is enforced in the handler, which the shared cache sits in front of."
/api/admin/featured/[id],DELETE,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method DELETE: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/admin/featured/[id],PATCH,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method PATCH: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/admin/organizer-requests,GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"Not user-specific, but not public either: anonymous callers receive 401, while an authorized caller's 200 carries ""s-maxage=60, stale-while-revalidate=300"". Because the cache key ignores the session, a 200 generated for an authorized caller can be stored and then served to an unauthorized one. Auth is enforced in the handler, which the shared cache sits in front of."
/api/admin/organizer-requests/[id],PATCH,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method PATCH: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/admin/organizers,GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"Not user-specific, but not public either: anonymous callers receive 401, while an authorized caller's 200 carries ""s-maxage=60, stale-while-revalidate=300"". Because the cache key ignores the session, a 200 generated for an authorized caller can be stored and then served to an unauthorized one. Auth is enforced in the handler, which the shared cache sits in front of."
/api/admin/reports,GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"Not user-specific, but not public either: anonymous callers receive 401, while an authorized caller's 200 carries ""s-maxage=60, stale-while-revalidate=300"". Because the cache key ignores the session, a 200 generated for an authorized caller can be stored and then served to an unauthorized one. Auth is enforced in the handler, which the shared cache sits in front of."
/api/admin/reports/[id],PATCH,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method PATCH: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/admin/stats,GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"Not user-specific, but not public either: anonymous callers receive 401, while an authorized caller's 200 carries ""s-maxage=60, stale-while-revalidate=300"". Because the cache key ignores the session, a 200 generated for an authorized caller can be stored and then served to an unauthorized one. Auth is enforced in the handler, which the shared cache sits in front of."
/api/admin/users,GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"Not user-specific, but not public either: anonymous callers receive 401, while an authorized caller's 200 carries ""s-maxage=60, stale-while-revalidate=300"". Because the cache key ignores the session, a 200 generated for an authorized caller can be stored and then served to an unauthorized one. Auth is enforced in the handler, which the shared cache sits in front of."
/api/admin/users/[id],PATCH,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method PATCH: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/admin/users/[id]/ban,DELETE,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method DELETE: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/admin/users/[id]/ban,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/auth-debug,GET,true,,true,"s-maxage=60, stale-while-revalidate=300",STALE|HIT|HIT,77,false,true,true,,false,wire (anonymous session),latent-hazard,Critical,"Shared caching of a personalized response is PROVEN on the wire: /api/auth-debug answered STALE, HIT, HIT with age up to 77s while carrying ""s-maxage=60, stale-while-revalidate=300"". The cache key is the URL alone — no response varied on Cookie or Authorization — so the stored entry is served to every caller of this URL regardless of which session produced it. The verdict is held at latent-hazard rather than leak-confirmed only because the two-account observation was blocked: COOKIE_A/COOKIE_B were not supplied. Treat as Critical."
/api/calendar/events,GET,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"No cache serve observed in this window, but the personalized response still carries the shared-cache directive ""s-maxage=60, stale-while-revalidate=300"" and the cache key ignores the session. Absence of a hit in a short window is not evidence of safety."
/api/clubs,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/clubs,GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Public and identical for every caller (anonymous callers receive 200 and the response is not personalized), so a shared-cache entry exposes nothing that the caller could not fetch directly."
/api/clubs/[id],DELETE,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method DELETE: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/clubs/[id],PATCH,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method PATCH: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/clubs/[id],GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Public and identical for every caller (anonymous callers receive 200 and the response is not personalized), so a shared-cache entry exposes nothing that the caller could not fetch directly."
/api/clubs/[id]/analytics,GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"Not user-specific, but not public either: anonymous callers receive 401, while an authorized caller's 200 carries ""s-maxage=60, stale-while-revalidate=300"". Because the cache key ignores the session, a 200 generated for an authorized caller can be stored and then served to an unauthorized one. Auth is enforced in the handler, which the shared cache sits in front of."
/api/clubs/[id]/appeal,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/clubs/[id]/events,GET,true,,true,"s-maxage=60, stale-while-revalidate=300",STALE|HIT|HIT,77,false,true,true,,false,wire (anonymous session),latent-hazard,Critical,"Shared caching of a personalized response is PROVEN on the wire: /api/clubs/[id]/events answered STALE, HIT, HIT with age up to 77s while carrying ""s-maxage=60, stale-while-revalidate=300"". The cache key is the URL alone — no response varied on Cookie or Authorization — so the stored entry is served to every caller of this URL regardless of which session produced it. The verdict is held at latent-hazard rather than leak-confirmed only because the two-account observation was blocked: COOKIE_A/COOKIE_B were not supplied. Treat as Critical."
/api/clubs/[id]/follow,DELETE,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method DELETE: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/clubs/[id]/follow,POST,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/clubs/[id]/follow,GET,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"No cache serve observed in this window, but the personalized response still carries the shared-cache directive ""s-maxage=60, stale-while-revalidate=300"" and the cache key ignores the session. Absence of a hit in a short window is not evidence of safety."
/api/clubs/[id]/invites,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/clubs/[id]/invites,GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"Not user-specific, but not public either: anonymous callers receive 401, while an authorized caller's 200 carries ""s-maxage=60, stale-while-revalidate=300"". Because the cache key ignores the session, a 200 generated for an authorized caller can be stored and then served to an unauthorized one. Auth is enforced in the handler, which the shared cache sits in front of."
/api/clubs/[id]/members,DELETE,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method DELETE: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/clubs/[id]/members,GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"Not user-specific, but not public either: anonymous callers receive 401, while an authorized caller's 200 carries ""s-maxage=60, stale-while-revalidate=300"". Because the cache key ignores the session, a 200 generated for an authorized caller can be stored and then served to an unauthorized one. Auth is enforced in the handler, which the shared cache sits in front of."
/api/clubs/[id]/members/role,PATCH,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method PATCH: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/clubs/[id]/transfer,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/clubs/banner,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/clubs/featured,GET,false,"public, s-maxage=60, stale-while-revalidate=120",true,public,HIT|HIT|STALE,77,false,true,true,,true,wire (anonymous session),safe-by-design,,"Public and identical for every caller (anonymous callers receive 200 and the response is not personalized), so a shared-cache entry exposes nothing that the caller could not fetch directly."
/api/clubs/friends,GET,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"No cache serve observed in this window, but the personalized response still carries the shared-cache directive ""s-maxage=60, stale-while-revalidate=300"" and the cache key ignores the session. Absence of a hit in a short window is not evidence of safety."
/api/clubs/logo,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/clubs/new,GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Public and identical for every caller (anonymous callers receive 200 and the response is not personalized), so a shared-cache entry exposes nothing that the caller could not fetch directly."
/api/clubs/trending,GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Public and identical for every caller (anonymous callers receive 200 and the response is not personalized), so a shared-cache entry exposes nothing that the caller could not fetch directly."
/api/cron/send-feedback-requests,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/cron/send-reminders,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/events,GET,false,"public, s-maxage=30, stale-while-revalidate=60",true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Public and identical for every caller (anonymous callers receive 200 and the response is not personalized), so a shared-cache entry exposes nothing that the caller could not fetch directly."
/api/events/[id],DELETE,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method DELETE: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/events/[id],PATCH,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method PATCH: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/events/[id],GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Public and identical for every caller (anonymous callers receive 200 and the response is not personalized), so a shared-cache entry exposes nothing that the caller could not fetch directly."
/api/events/[id]/analytics,GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"Not user-specific, but not public either: anonymous callers receive 401, while an authorized caller's 200 carries ""s-maxage=60, stale-while-revalidate=300"". Because the cache key ignores the session, a 200 generated for an authorized caller can be stored and then served to an unauthorized one. Auth is enforced in the handler, which the shared cache sits in front of."
/api/events/[id]/appeal,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/events/[id]/friends,GET,true,,true,"s-maxage=60, stale-while-revalidate=300",STALE|HIT|HIT,77,false,true,true,,false,wire (anonymous session),latent-hazard,Critical,"Shared caching of a personalized response is PROVEN on the wire: /api/events/[id]/friends answered STALE, HIT, HIT with age up to 77s while carrying ""s-maxage=60, stale-while-revalidate=300"". The cache key is the URL alone — no response varied on Cookie or Authorization — so the stored entry is served to every caller of this URL regardless of which session produced it. The verdict is held at latent-hazard rather than leak-confirmed only because the two-account observation was blocked: COOKIE_A/COOKIE_B were not supplied. Treat as Critical."
/api/events/[id]/invite,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/events/[id]/report,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/events/[id]/reviews,POST,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/events/[id]/reviews,GET,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"No cache serve observed in this window, but the personalized response still carries the shared-cache directive ""s-maxage=60, stale-while-revalidate=300"" and the cache key ignores the session. Absence of a hit in a short window is not evidence of safety."
/api/events/[id]/rsvp,DELETE,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method DELETE: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/events/[id]/rsvp,POST,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/events/[id]/rsvp,GET,true,,true,"s-maxage=60, stale-while-revalidate=300",STALE|HIT|HIT,77,false,true,true,,false,wire (anonymous session),latent-hazard,Critical,"Shared caching of a personalized response is PROVEN on the wire: /api/events/[id]/rsvp answered STALE, HIT, HIT with age up to 77s while carrying ""s-maxage=60, stale-while-revalidate=300"". The cache key is the URL alone — no response varied on Cookie or Authorization — so the stored entry is served to every caller of this URL regardless of which session produced it. The verdict is held at latent-hazard rather than leak-confirmed only because the two-account observation was blocked: COOKIE_A/COOKIE_B were not supplied. Treat as Critical."
/api/events/[id]/save,DELETE,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method DELETE: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/events/[id]/save,POST,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/events/create,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/events/export,GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Public and identical for every caller (anonymous callers receive 200 and the response is not personalized), so a shared-cache entry exposes nothing that the caller could not fetch directly."
/api/events/featured,GET,false,"public, s-maxage=60, stale-while-revalidate=120",true,public,HIT|STALE|HIT,97,false,true,true,,true,wire (anonymous session),safe-by-design,,"Public and identical for every caller (anonymous callers receive 200 and the response is not personalized), so a shared-cache entry exposes nothing that the caller could not fetch directly."
/api/events/following,GET,true,,true,"s-maxage=60, stale-while-revalidate=300",MISS|STALE|HIT,96,false,true,true,,false,wire (anonymous session),latent-hazard,Critical,"Shared caching of a personalized response is PROVEN on the wire: /api/events/following answered MISS, STALE, HIT with age up to 96s while carrying ""s-maxage=60, stale-while-revalidate=300"". The cache key is the URL alone — no response varied on Cookie or Authorization — so the stored entry is served to every caller of this URL regardless of which session produced it. The verdict is held at latent-hazard rather than leak-confirmed only because the two-account observation was blocked: COOKIE_A/COOKIE_B were not supplied. Treat as Critical."
/api/events/friends-activity,GET,true,,true,"s-maxage=60, stale-while-revalidate=300",STALE|HIT|HIT,77,false,true,true,,false,wire (anonymous session),latent-hazard,Critical,"Shared caching of a personalized response is PROVEN on the wire: /api/events/friends-activity answered STALE, HIT, HIT with age up to 77s while carrying ""s-maxage=60, stale-while-revalidate=300"". The cache key is the URL alone — no response varied on Cookie or Authorization — so the stored entry is served to every caller of this URL regardless of which session produced it. The verdict is held at latent-hazard rather than leak-confirmed only because the two-account observation was blocked: COOKIE_A/COOKIE_B were not supplied. Treat as Critical."
/api/events/friends-organizing,GET,true,,true,"s-maxage=60, stale-while-revalidate=300",STALE|HIT|HIT,77,false,true,true,,false,wire (anonymous session),latent-hazard,Critical,"Shared caching of a personalized response is PROVEN on the wire: /api/events/friends-organizing answered STALE, HIT, HIT with age up to 77s while carrying ""s-maxage=60, stale-while-revalidate=300"". The cache key is the URL alone — no response varied on Cookie or Authorization — so the stored entry is served to every caller of this URL regardless of which session produced it. The verdict is held at latent-hazard rather than leak-confirmed only because the two-account observation was blocked: COOKIE_A/COOKIE_B were not supplied. Treat as Critical."
/api/events/happening-now,GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Public and identical for every caller (anonymous callers receive 200 and the response is not personalized), so a shared-cache entry exposes nothing that the caller could not fetch directly."
/api/events/my-events,GET,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"No cache serve observed in this window, but the personalized response still carries the shared-cache directive ""s-maxage=60, stale-while-revalidate=300"" and the cache key ignores the session. Absence of a hit in a short window is not evidence of safety."
/api/events/new,GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Public and identical for every caller (anonymous callers receive 200 and the response is not personalized), so a shared-cache entry exposes nothing that the caller could not fetch directly."
/api/events/popular,GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Public and identical for every caller (anonymous callers receive 200 and the response is not personalized), so a shared-cache entry exposes nothing that the caller could not fetch directly."
/api/events/upload-image,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/feedback,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/health,GET,false,,true,"s-maxage=60, stale-while-revalidate=300",MISS|MISS|MISS,0,true,false,true,,true,wire (anonymous session),safe-by-design,,"Incidental, not designed: every observed response carried a set-cookie header (the Supabase PKCE code-verifier), and the shared cache declines to store a response that sets cookies. The route still declares ""s-maxage=60, stale-while-revalidate=300"". The moment that cookie stops being emitted — a refactor, a session-handling change — this route caches. Stage 3 cannot rely on this."
/api/interactions,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/moderation/reviews/[targetType]/[targetId],GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"Not user-specific, but not public either: anonymous callers receive 401, while an authorized caller's 200 carries ""s-maxage=60, stale-while-revalidate=300"". Because the cache key ignores the session, a 200 generated for an authorized caller can be stored and then served to an unauthorized one. Auth is enforced in the handler, which the shared cache sits in front of."
/api/my-clubs,GET,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"No cache serve observed in this window, but the personalized response still carries the shared-cache directive ""s-maxage=60, stale-while-revalidate=300"" and the cache key ignores the session. Absence of a hit in a short window is not evidence of safety."
/api/notifications,POST,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/notifications,GET,true,,true,"s-maxage=60, stale-while-revalidate=300",MISS|MISS|MISS,0,false,false,true,,false,wire (anonymous session),latent-hazard,High,"No cache serve observed in this window, but the personalized response still carries the shared-cache directive ""s-maxage=60, stale-while-revalidate=300"" and the cache key ignores the session. Absence of a hit in a short window is not evidence of safety."
/api/notifications/[id],PATCH,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method PATCH: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/notifications/count,GET,true,,true,"s-maxage=60, stale-while-revalidate=300",HIT|HIT|HIT,43,false,true,true,,false,wire (anonymous session),latent-hazard,Critical,"Shared caching of a personalized response is PROVEN on the wire: /api/notifications/count answered HIT, HIT, HIT with age up to 43s while carrying ""s-maxage=60, stale-while-revalidate=300"". The cache key is the URL alone — no response varied on Cookie or Authorization — so the stored entry is served to every caller of this URL regardless of which session produced it. The verdict is held at latent-hazard rather than leak-confirmed only because the two-account observation was blocked: COOKIE_A/COOKIE_B were not supplied. Treat as Critical."
/api/onboarding/complete,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
